DATE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-07-31,24.5825,22.375,20.395,19.4525,19.0375,19.71,20.6575,21.1925,21.035,22.8975,28.29,51.475,53.225,68.5925,75.245,74.9925,178.6,78.9325,1268.315,2532.12,179.6575,57.7225,32.9075,26.36
2023-07-30,21.825,19.8025,18.6075,17.855,17.63,17.5675,17.475,16.66,16.4375,18.2225,23.5325,31.265,38.4675,29.1025,52.7375,75.0125,74.455,75.74,68.9675,172.005,78.6525,44.1875,36.5825,28.888
2023-07-29,23.035,22.5675,20.59,18.285,17.2725,18.44,17.85,17.0825,17.0025,18.1,21.3525,32.73,28.7475,31.7575,32.9475,56.545,51.1225,30.8,30.1975,55.0325,45.9325,29.6275,26.84,25.9825
2023-07-28,21.19,20.235,18.575,18.045,18.6125,19.3525,19.2775,19.75,18.77,18.68,22.49,26.805,38.3725,49.86,49.875,73.605,81.495,72.0575,50.79,78.54,48.245,28.8725,27.555,25.4725
2023-07-27,26.3475,23.305,21.2,20.485,18.7475,19.16,20.8525,20.99,21.3425,21.4725,24.6575,41.1875,43.5875,31.8325,34.92,41.4025,36.875,37.4575,31.055,50.77,49.67,31.8075,28.18,26.21
2023-07-26,26.5625,25.1025,23.8125,22.4575,21.93,21.0575,22.45,21.2825,19.9425,20.8325,22.375,24.5375,38.03,60.67,54.32,59.8725,76.105,71.255,69.4275,146.66,114.4525,55.6075,38.065,32.506
2023-07-25,20.795,17.7725,15.41,13.9775,15.125,19.095,19.6825,19.68,18.7725,19.3075,24.485,28.1025,33.0275,25.1,17.0025,17.5175,16.86,19.71,26.2225,61.255,75.9025,55.9,44.725,29.932
2023-07-24,19.51,13.96,12.45,9.92,12.6675,14.8725,17.7725,17.4775,17.065,18.6175,19.8125,29.855,32.0675,41.015,41.825,43.04,62.6925,38.305,30.9475,62.3175,62.2125,41.45,32.12,22.016
2023-07-23,33.8,28.3125,24.4375,19.87,18.3025,16.2925,14.6175,15.985,16.0925,17.97,23.47,26.755,26.32,28.195,29.5,47.205,34.035,30.795,31.2725,34.28,38.24,28.5225,25.3275,21.0775
2023-07-22,24.6675,24.2975,23.065,23.1075,22.995,23.68,25.48,21.3425,19.7375,20.1,24.8275,28.3125,28.3075,29.8075,32.785,34.7275,45.37,45.3525,52.5125,77.09,84.7875,79.2625,45.7775,36.276
2023-07-21,19.2125,17.5325,16.26,15.765,16.3675,17.175,18.1475,19.66,19.3975,19.92,24.4875,26.8975,31.01,33.8975,39.45,49.3975,41.5825,29.955,27.895,28.29,34.685,30.54,26.17,25.97
2023-07-20,20.5725,17.68,16.7025,16.91,17.6525,19.0375,20.1625,20.7825,18.5775,18.1825,20.2975,27.5425,29.5475,37.07,54.4175,61.64,48.085,48.2325,71.1675,103.595,97.6225,30.475,25.8125,22.344
2023-07-19,21.5675,19.4925,17.67,15.89,14.765,16.5,17.43,15.5525,1.1475,0.215,-0.15,1.4975,19.3775,24.5375,25.34,20.18,19.43,19.52,17.095,37.7125,48.0375,29.4575,25.7,22.732
2023-07-18,18.72,7.4275,2.8025,6.4225,12.0575,12.725,16.4675,16.05,1.97,-0.24,-0.175,-0.1325,-0.16,1.65,3.4375,4.7925,5.225,4.725,8.46,28.1525,44.73,26.745,25.375,22.784
2023-07-17,19.2075,17.03,16.1125,15.025,14.4825,15.01,14.0725,13.305,11.1725,6.825,12.185,21.02,24.63,34.7475,41.1375,32.1125,35.5625,43.99,38.8975,124.7725,93.97,29.3475,26.25,22.152
2023-07-16,21.8625,23.8075,20.96,19.45,17.8725,16.06,24.395,19.29,18.84,19.1875,20.7625,24.6675,25.63,26.5875,31.3375,28.005,29.9175,36.75,39.195,91.315,55.7,52.7675,25.6825,20.528571429
2023-07-15,19.02,17.155,16.27,16.175,16.9875,17.38,17.4225,16.75,16.355,17.6325,20.06,23.3825,23.9325,26.7025,32.275,41.97,38.5075,30.78,31.4025,53.4775,62.265,34.1625,26.575,24.755
2023-07-14,20.1525,20.8575,22.3875,25.095,25.0975,26.5775,29.975,27.2475,25.255,26.0825,35.6125,37.315,29.935,43.3775,34.475,29.7175,27.305,26.295,27.585,51.7,67.075,31.1725,25.9675,21.292
2023-07-13,22.1575,21.765,23.1675,26.525,19.62,19.8975,20.43,20.005,18.815,18.385,21.685,29.75,36.975,37.915,76.5375,107.625,83.52,38.5625,55.5575,96.0475,72.4325,29.11,25.7725,22.072
2023-07-12,21.135,19.06,18.47,17.6725,17.825,18.6925,18.7425,18.695,9.125,1.3675,3.1175,6.615,11.965,39.365,43.755,216.15,587.84,213.205,43.7,542.7375,200.095,28.825,26.115,25.092
2023-07-11,27.3375,22.5275,24.8075,23.415,23.935,26.8375,24.4925,22.5975,19.6025,20.8975,21.31,21.3725,20.8075,28.2,31.725,26.355,32.1875,39.705,43.5475,241.72,86.6325,34.12,25.165,22.864
2023-07-10,23.47,22.61,21.78,21.3375,21.6875,23.6825,30.26,26.1775,22.4475,22.7175,25.6475,26.7,52.6275,81.315,123.0075,163.5225,419.305,135.31,534.8175,2149.3575,124.4925,40.675,31.2,25.354
2023-07-09,19.6525,15.985,13.3275,11.4125,11.5125,11.7975,15.105,18.11,15.9625,15.5575,18.99,20.0175,21.2775,23.0125,24.7,27.7225,27.18,28.455,27.2425,31.725,39.7375,31.515,24.275,24.866
2023-07-08,24.175,120.2125,68.42,34.81,24.0575,20.5,19.475,21.72,22.145,21.0975,21.5825,26.46,34.735,24.8175,24.2325,31.5425,43.955,36.555,35.6375,126.685,103.3625,76.7125,28.425,23.046
2023-07-07,24.145,23.18,18.7675,18.42,18.8875,22.305,28.3225,42.7575,24.7825,25.5875,43.685,21.5475,18.6925,15.44,3.08,-0.2975,-0.6,-0.6475,0.0925,24.675,94.41,100.515,44.1975,25.49
2023-07-06,22.0975,19.95,21.3475,20.125,21.93,25.6625,41.65,29.985,21.5575,23.73,40.3625,37.8775,27.7575,29.3675,28.67,31.0775,28.9125,29.33,27.7975,88.3825,63.9825,66.7225,31.905,26.472
2023-07-05,20.595,19.0975,17.4575,15.25,16.5025,17.64,19.34,20.455,18.7375,17.305,23.86,42.54,34.3325,52.5925,36.38,31.89,31.305,30.385,26.4,27.0375,28.2575,31.3,26.4275,27.564
2023-07-04,21.6575,19.9775,25.33,25.98,26.53,33.225,23.385,18.3225,17.5275,17.9125,19.0375,21.1725,22.9075,22.6825,24.0725,25.46,26.06,25.84,25.925,26.5,28.2275,24.8875,24.0075,21.595
2023-07-03,23.8325,23.3475,23.7775,24.18,24.785,25.3275,25.29,23.315,22.45,23.65,28.255,37.285,43.6025,70.74,78.305,84.93,242.8325,61.0275,31.8275,38.2925,37.225,25.4975,23.115,21.618333333
2023-07-02,23.0925,22.5175,20.3475,20.0625,19.51,21.5175,20.8825,20.5425,19.25,20.045,23.2875,25.14,27.4275,29.5025,41.9125,30.965,55.785,29.9275,27.115,27.9625,64.6375,41.7375,28.18,25.878
2023-07-01,23.535,20.54,22.1925,21.1375,19.59,18.35,17.035,18.55,18.6075,19.9725,20.345,21.205,20.32,21.1525,23.2775,23.6675,21.5775,24.5325,24.1975,25.695,25.9075,26.0225,24.5375,23.502
2023-06-30,24.5475,22.2625,20.1925,18.5775,18.705,19.055,19.6525,19.69,15.7075,7.6875,15.2625,16.5975,22.4825,22.015,22.4975,21.6975,21.98,26.6825,30.7125,37.4075,32.32,32.32,25.4175,24.462
2023-06-29,26.9975,21.5675,21.4925,20.62,20.4025,21.9925,23.315,21.805,9.32,-0.45,-0.42,0.7475,5.1225,7.24,3.565,2.61,1.5675,0.3075,0.3625,6.97,49.1075,40.115,26.955,25.898
2023-06-28,28.275,29.8875,26.7225,27.81,26.8975,27.0075,26.56,19.2,0.2825,-0.4925,-0.685,-0.0675,1.6575,5.03,7.2775,6.695,6.6225,6.355,5.925,13.96,35.405,34.0325,33.0825,28.982
2023-06-27,20.3075,18.9325,17.74,18.265,17.81,17.575,17.82,18.1925,17.0825,19.4125,28.5875,30.67,24.3725,23.0375,12.75,7.1225,3.295,5.2225,5.965,12.165,45.415,31.91,27.8875,24.028
2023-06-26,20.7525,18.315,16.61,16.2025,17.1875,17.89,19.1725,18.4525,17.055,18.28,23.3475,35.8725,48.115,88.2875,71.24,94.335,75.4125,60.6075,40.4725,34.6,45.9375,29.4125,25.9075,22.2725
2023-06-25,17.79,14.3075,12.2875,11.44,11.52,10.6525,7.715,0.4925,-0.0025,0.025,1.1775,15.2,23.3775,28.765,36.2675,47.27,74.7475,81.9375,72.1375,108.705,68.99,30.5275,26.21,23.735
2023-06-24,20.095,18.09,14.875,10.965,4.1375,1.255,5.3175,1.97,-0.4275,-0.745,-0.2825,0.0025,4.8525,17.425,34.085,42.74,70.4375,78.45,34.945,37.805,37.17,27.125,23.1725,22.3575
