DATE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10/07/2023,39,7,52,9,40,6,43,5,14,8,7,7,35,6,12,4,19,4,21,2,42,4,21,0,23,0,59,4,68,7,97,1,35,7,34,8,79,1,74,3,114,3,26,8,15,3,7,1
12/07/2023,185,7,107,2,72,8,136,6,193,6,197,6,258,4,264,7,224,7,205,9,145,5,64,7,30,1,13,2,0,3,1,6,6,2,8,9,68,3,107,9,73,3,58,5,66,5,13,7
31/07/2023,28,8,44,8,36,8,36,5,18,5,35,7,34,8,27,5,47,5,56,5,26,3,48,3,53,8,83,9,79,4,78,0,54,8,79,3,67,7,79,5,56,6,64,7,79,6,100,0
03/08/2023,99,8,65,8,45,8,52,8,133,2,143,2,170,1,161,7,133,8,123,4,157,7,137,0,153,9,121,5,70,2,46,6,28,0,36,3,61,8,73,3,84,2,64,4,71,7,67,7
04/08/2023,38,4,53,5,60,2,97,0,145,6,105,0,14,0,74,4,73,7,43,7,22,9,33,9,41,4,30,0,44,4,21,1,54,9,26,5,39,4,107,5,105,5,184,0,158,7,117,0
06/08/2023,66,1,102,1,113,4,58,7,57,6,82,2,147,9,111,6,125,7,75,7,44,7,31,4,14,1,5,0,4,1,3,3,7,9,26,7,106,6,191,6,183,0,181,9,168,3,167,9
07/08/2023,161,4,138,2,132,7,114,4,138,9,163,2,228,9,132,0,44,2,71,3,97,4,63,7,57,4,39,8,17,9,14,9,35,4,51,4,81,5,163,5,181,4,56,1,102,3,114,8
08/08/2023,40,2,39,3,62,4,107,2,82,9,24,6,80,9,15,8,48,5,93,0,91,9,73,9,35,7,45,8,60,0,84,0,38,4,22,6,36,6,51,5,263,6,33,3,68,2,26,1
09/08/2023,63,0,72,9,66,3,90,4,113,5,128,2,166,1,140,0,133,4,246,0,224,7,145,0,77,4,87,2,79,9,69,5,56,6,49,6,50,7,64,7,74,9,134,5,158,3,151,4
10/08/2023,99,7,79,6,33,1,35,2,46,8,15,4,0,5,0,1,0,3,0,6,17,0,30,8,29,1,32,5,24,0,52,8,55,4,64,5,51,4,101,1,100,7,195,5,215,7,134,0
11/08/2023,134,4,127,1,134,9,197,2,223,7,241,0,224,3,238,0,196,7,148,9,55,0,68,7,77,8,61,3,60,6,36,5,74,7,96,6,50,1,36,1,27,7,23,0,25,1,5,2
12/08/2023,8,3,108,1,105,1,116,2,111,6,86,6,97,0,55,2,86,0,95,4,2,2,49,7,41,5,54,7,21,6,16,0,54,1,28,3,57,2,71,4,168,5,78,4,126,7,56,1
13/08/2023,51,2,97,8,88,5,225,5,242,8,140,6,63,5,50,6,103,0,163,5,169,0,136,7,99,5,64,9,105,5,115,4,98,3,193,2,231,7,186,5,260,4,265,4,232,5,40,3
15/08/2023,1,4,0,5,0,0,0,0,0,0,0,0,0,0,4,6,7,2,13,8,15,5,9,5,14,8,8,9,9,3,9,8,16,1,14,5,27,2,115,7,221,7,225,9,208,9,181,9
17/08/2023,184,8,132,7,36,1,5,9,14,4,41,9,145,0,86,6,55,5,27,4,37,2,23,0,15,0,2,2,15,8,38,1,35,2,67,7,113,2,211,0,221,5,211,4,162,8,87,4
20/08/2023,55,9,49,8,40,4,60,5,27,2,24,7,26,9,15,1,16,5,7,2,5,9,24,0,60,5,70,8,59,1,120,2,88,2,106,2,97,2,45,6,88,8,77,5,27,9,50,0
