DATE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
28/09/2022,81,5,40,4,33,3,31,2,35,4,33,4,35,9,54,0,10,2,0,0,0,0,0,7,2,8,6,5,10,7,12,9,11,3,19,8,30,2,72,8,131,5,93,3,62,6,30,6
29/09/2022,21,4,20,3,20,0,32,7,39,0,40,0,70,5,68,2,43,5,67,3,64,8,43,9,33,0,15,0,24,5,31,7,46,5,75,6,65,5,48,2,46,4,60,0,184,0,162,2
30/09/2022,124,0,99,7,64,8,60,4,46,4,27,6,11,9,6,4,0,0,1,6,3,6,10,4,28,6,34,2,89,7,129,0,120,1,86,9,78,7,104,9,168,9,159,4,176,3,203,5
01/10/2022,237,3,132,1,31,6,20,0,18,2,32,3,17,9,6,8,4,8,0,4,1,6,3,2,8,5,23,6,50,7,73,0,71,4,113,2,151,6,190,4,224,6,247,7,217,6,185,8
02/10/2022,210,8,219,0,138,2,37,7,128,3,140,0,90,4,43,3,43,1,29,1,18,4,20,9,15,2,21,4,26,1,28,0,44,1,43,1,98,3,175,0,220,4,245,6,249,6,202,5
03/10/2022,176,5,191,0,130,5,86,6,47,5,46,5,61,0,55,0,47,9,58,0,52,8,46,2,49,6,35,1,45,0,65,0,51,8,80,3,99,5,134,5,167,3,151,8,183,8,200,0
04/10/2022,181,0,171,9,112,9,42,3,33,0,32,2,32,3,30,0,18,8,10,6,21,2,34,0,22,9,9,2,10,7,21,4,28,7,50,5,149,2,212,4,212,6,180,8,103,6,92,3
08/10/2022,34,2,18,6,44,9,36,2,41,9,26,4,59,2,19,6,6,7,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,4,49,2,62,8,77,8
10/10/2022,23,3,11,7,4,9,2,4,6,2,3,1,0,0,0,3,4,8,2,6,19,2,24,1,32,2,51,8,144,3,136,2,50,2,48,6,67,4,103,1,102,1,111,9,69,5,68,3
14/10/2022,23,7,49,0,58,9,67,8,74,6,69,9,86,0,131,5,120,1,82,5,119,8,142,2,182,5,167,6,175,1,194,3,187,3,189,9,106,3,85,3,109,7,118,1,117,0,96,8
17/10/2022,73,2,68,9,37,0,30,3,8,1,64,8,78,7,63,9,95,4,68,3,22,3,3,5,3,3,0,6,0,4,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2022,0,7,6,5,11,5,16,7,6,8,2,2,14,9,28,0,28,0,30,4,25,6,27,1,13,3,7,9,3,9,2,5,3,7,1,9,9,6,17,0,33,8,66,9,80,5,100,1
19/10/2022,31,2,36,2,36,6,31,4,69,2,75,6,54,4,82,2,63,9,39,7,32,1,39,7,36,6,62,4,45,0,33,2,28,1,15,7,31,4,6,1,31,3,84,1,115,9,161,2
